case_id,suggested_intent,intent_confidence,suggested_action,action_confidence,suggested_risk_tags,short_reason,uncertainty_flags,model_name,prompt_version,annotation_source
spotify-gold-candidate-221,UNSURE,0.35,ESCALATE,0.94,PAYMENT|AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",INTENT_TIE|LOW_INTENT_CONFIDENCE|TAXONOMY_BOUNDARY,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-239,billing_or_payment,0.72,ESCALATE,0.94,PAYMENT,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-104,UNSURE,0.35,ESCALATE,0.94,PAYMENT|MULTI_INTENT|AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",INTENT_TIE|LOW_INTENT_CONFIDENCE|TAXONOMY_BOUNDARY,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-023,billing_or_payment,0.94,ESCALATE,0.94,PAYMENT|PRIVATE_LOOKUP,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",MULTI_INTENT_SIGNAL,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-141,library_playlist_or_saved_content,0.84,ESCALATE,0.94,MULTI_INTENT,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",MULTI_INTENT_SIGNAL|TAXONOMY_BOUNDARY,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-150,UNSURE,0.20,ESCALATE,0.94,AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",LOW_INTENT_CONFIDENCE|NO_TAXONOMY_SIGNAL,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-204,library_playlist_or_saved_content,0.72,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-069,UNSURE,0.35,ESCALATE,0.94,AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",INTENT_TIE|LOW_INTENT_CONFIDENCE|TAXONOMY_BOUNDARY,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-051,library_playlist_or_saved_content,0.72,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-186,subscription_or_plan,0.84,ESCALATE,0.94,ACCOUNT_SPECIFIC|MULTI_INTENT|DEVICE_CONTEXT,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",MULTI_INTENT_SIGNAL|TAXONOMY_BOUNDARY,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-123,UNSURE,0.20,ESCALATE,0.94,AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",LOW_INTENT_CONFIDENCE|NO_TAXONOMY_SIGNAL,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-159,library_playlist_or_saved_content,0.90,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-168,library_playlist_or_saved_content,0.72,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-177,library_playlist_or_saved_content,0.84,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,MULTI_INTENT_SIGNAL|TAXONOMY_BOUNDARY,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-087,library_playlist_or_saved_content,0.90,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-042,library_playlist_or_saved_content,0.90,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-114,library_playlist_or_saved_content,0.72,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-033,library_playlist_or_saved_content,0.72,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-195,library_playlist_or_saved_content,0.84,ESCALATE,0.94,MULTI_INTENT,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",MULTI_INTENT_SIGNAL|TAXONOMY_BOUNDARY,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-105,UNSURE,0.35,ESCALATE,0.94,MULTI_INTENT|AMBIGUOUS|DEVICE_CONTEXT,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",INTENT_TIE|LOW_INTENT_CONFIDENCE|TAXONOMY_BOUNDARY,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-060,library_playlist_or_saved_content,0.72,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-213,library_playlist_or_saved_content,0.72,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-214,content_availability_or_metadata,0.72,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-034,content_availability_or_metadata,0.72,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-196,content_availability_or_metadata,0.72,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-070,UNSURE,0.35,ESCALATE,0.94,AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",INTENT_TIE|LOW_INTENT_CONFIDENCE|TAXONOMY_BOUNDARY,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-160,content_availability_or_metadata,0.72,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-223,UNSURE,0.35,ESCALATE,0.94,AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",INTENT_TIE|LOW_INTENT_CONFIDENCE|TAXONOMY_BOUNDARY,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-016,UNSURE,0.20,ESCALATE,0.94,AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",LOW_INTENT_CONFIDENCE|NO_TAXONOMY_SIGNAL,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-205,content_availability_or_metadata,0.72,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-007,content_availability_or_metadata,0.72,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-052,content_availability_or_metadata,0.72,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-151,content_availability_or_metadata,0.72,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-061,content_availability_or_metadata,0.72,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-088,content_availability_or_metadata,0.84,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,MULTI_INTENT_SIGNAL|TAXONOMY_BOUNDARY,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-232,content_availability_or_metadata,0.72,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-178,UNSURE,0.20,ESCALATE,0.94,AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",LOW_INTENT_CONFIDENCE|NO_TAXONOMY_SIGNAL,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-124,content_availability_or_metadata,0.72,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-133,content_availability_or_metadata,0.72,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-106,content_availability_or_metadata,0.72,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-188,feature_request_or_product_feedback,0.72,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-026,UNSURE,0.20,ESCALATE,0.94,AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",LOW_INTENT_CONFIDENCE|NO_TAXONOMY_SIGNAL,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-215,UNSURE,0.20,ESCALATE,0.94,AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",LOW_INTENT_CONFIDENCE|NO_TAXONOMY_SIGNAL,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-179,UNSURE,0.20,ESCALATE,0.94,AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",LOW_INTENT_CONFIDENCE|NO_TAXONOMY_SIGNAL,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-206,feature_request_or_product_feedback,0.72,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-107,UNSURE,0.20,ESCALATE,0.94,AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",LOW_INTENT_CONFIDENCE|NO_TAXONOMY_SIGNAL,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-134,feature_request_or_product_feedback,0.84,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,MULTI_INTENT_SIGNAL|TAXONOMY_BOUNDARY,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-035,feature_request_or_product_feedback,0.72,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-071,feature_request_or_product_feedback,0.84,AUTO_HANDLE,0.78,DEVICE_CONTEXT,The visible request appears suitable for grounded public guidance without private account access or internal action.,MULTI_INTENT_SIGNAL|TAXONOMY_BOUNDARY,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-098,UNSURE,0.20,ESCALATE,0.94,AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",LOW_INTENT_CONFIDENCE|NO_TAXONOMY_SIGNAL,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-161,feature_request_or_product_feedback,0.84,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,MULTI_INTENT_SIGNAL|TAXONOMY_BOUNDARY,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-062,feature_request_or_product_feedback,0.72,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-116,feature_request_or_product_feedback,0.72,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-008,feature_request_or_product_feedback,0.90,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-152,feature_request_or_product_feedback,0.72,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-080,feature_request_or_product_feedback,0.72,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-044,UNSURE,0.35,ESCALATE,0.94,AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",INTENT_TIE|LOW_INTENT_CONFIDENCE|TAXONOMY_BOUNDARY,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-225,UNSURE,0.20,ESCALATE,0.94,AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",LOW_INTENT_CONFIDENCE|NO_TAXONOMY_SIGNAL,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-162,UNSURE,0.20,ESCALATE,0.94,AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",LOW_INTENT_CONFIDENCE|NO_TAXONOMY_SIGNAL,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-144,UNSURE,0.20,ESCALATE,0.94,AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",LOW_INTENT_CONFIDENCE|NO_TAXONOMY_SIGNAL,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-027,UNSURE,0.20,ESCALATE,0.94,AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",LOW_INTENT_CONFIDENCE|NO_TAXONOMY_SIGNAL,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-099,UNSURE,0.20,ESCALATE,0.94,POLICY_SENSITIVE|AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",LOW_INTENT_CONFIDENCE|NO_TAXONOMY_SIGNAL,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-081,UNSURE,0.20,ESCALATE,0.94,AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",LOW_INTENT_CONFIDENCE|NO_TAXONOMY_SIGNAL,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-063,UNSURE,0.20,ESCALATE,0.94,AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",LOW_INTENT_CONFIDENCE|NO_TAXONOMY_SIGNAL,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-189,UNSURE,0.20,ESCALATE,0.94,AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",LOW_INTENT_CONFIDENCE|NO_TAXONOMY_SIGNAL,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-090,UNSURE,0.20,ESCALATE,0.94,AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",LOW_INTENT_CONFIDENCE|NO_TAXONOMY_SIGNAL,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-135,UNSURE,0.20,ESCALATE,0.94,AMBIGUOUS|LOW_CONTEXT,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",LOW_CONTEXT|LOW_INTENT_CONFIDENCE|NO_TAXONOMY_SIGNAL,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-018,UNSURE,0.20,ESCALATE,0.94,AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",LOW_INTENT_CONFIDENCE|NO_TAXONOMY_SIGNAL,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-036,UNSURE,0.20,ESCALATE,0.94,AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",LOW_INTENT_CONFIDENCE|NO_TAXONOMY_SIGNAL,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-126,UNSURE,0.20,ESCALATE,0.94,AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",LOW_INTENT_CONFIDENCE|NO_TAXONOMY_SIGNAL,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-207,UNSURE,0.20,ESCALATE,0.94,AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",LOW_INTENT_CONFIDENCE|NO_TAXONOMY_SIGNAL,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-180,UNSURE,0.20,ESCALATE,0.94,AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",LOW_INTENT_CONFIDENCE|NO_TAXONOMY_SIGNAL,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-171,UNSURE,0.20,ESCALATE,0.94,AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",LOW_INTENT_CONFIDENCE|NO_TAXONOMY_SIGNAL,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-153,UNSURE,0.20,ESCALATE,0.94,AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",LOW_INTENT_CONFIDENCE|NO_TAXONOMY_SIGNAL,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-252,UNSURE,0.35,ESCALATE,0.94,MULTI_INTENT|AMBIGUOUS|DEVICE_CONTEXT,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",INTENT_TIE|LOW_INTENT_CONFIDENCE|TAXONOMY_BOUNDARY,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-254,account_access_or_security,0.84,ESCALATE,0.94,ACCOUNT_SPECIFIC|PRIVATE_LOOKUP,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",MULTI_INTENT_SIGNAL|TAXONOMY_BOUNDARY,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-293,UNSURE,0.35,ESCALATE,0.94,AMBIGUOUS|DEVICE_CONTEXT,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",INTENT_TIE|LOW_INTENT_CONFIDENCE|TAXONOMY_BOUNDARY,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-290,UNSURE,0.35,ESCALATE,0.94,MULTI_INTENT|AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",INTENT_TIE|LOW_INTENT_CONFIDENCE|TAXONOMY_BOUNDARY,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-272,library_playlist_or_saved_content,0.84,ESCALATE,0.94,MULTI_INTENT|DEVICE_CONTEXT,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",MULTI_INTENT_SIGNAL|TAXONOMY_BOUNDARY,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-265,device_or_connectivity,0.72,AUTO_HANDLE,0.78,DEVICE_CONTEXT,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-282,feature_request_or_product_feedback,0.72,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-264,playback_or_app_behavior,0.94,ESCALATE,0.94,MULTI_INTENT|DEVICE_CONTEXT,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",MULTI_INTENT_SIGNAL,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-299,playback_or_app_behavior,0.72,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-247,device_or_connectivity,0.84,ESCALATE,0.94,MULTI_INTENT|DEVICE_CONTEXT,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",MULTI_INTENT_SIGNAL|TAXONOMY_BOUNDARY,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-287,playback_or_app_behavior,0.94,ESCALATE,0.94,MULTI_INTENT|DEVICE_CONTEXT,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",MULTI_INTENT_SIGNAL|TAXONOMY_BOUNDARY,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-286,device_or_connectivity,0.72,AUTO_HANDLE,0.78,DEVICE_CONTEXT,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-250,UNSURE,0.35,ESCALATE,0.94,AMBIGUOUS|DEVICE_CONTEXT,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",INTENT_TIE|LOW_INTENT_CONFIDENCE|TAXONOMY_BOUNDARY,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-246,device_or_connectivity,0.84,ESCALATE,0.94,MULTI_INTENT|DEVICE_CONTEXT,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",MULTI_INTENT_SIGNAL|TAXONOMY_BOUNDARY,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-297,device_or_connectivity,0.90,AUTO_HANDLE,0.78,DEVICE_CONTEXT,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-248,device_or_connectivity,0.84,ESCALATE,0.94,MULTI_INTENT|DEVICE_CONTEXT,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",MULTI_INTENT_SIGNAL|TAXONOMY_BOUNDARY,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
