case_id,thread_id,taxonomy_version,sampling_version,split_version,gold_intent,gold_action,gold_action_reason,difficulty,risk_tags,annotation_notes,annotator,reviewed_at,annotation_source,status
spotify-gold-candidate-124,twcs-e8c3496e2eb0dde813d0,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,feature_request_or_product_feedback,ESCALATE,"They want to upload lyrics and have already sent a verified request, so this probably needs creator or content-support help.",MEDIUM,ACCOUNT_SPECIFIC,,candidate,2026-09-19T14:19:45.509373+00:00,human,FINALIZED
spotify-gold-candidate-126,twcs-b66a2f3aa69d72098da9,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,playback_or_app_behavior,AUTO_HANDLE,"Search and the main page keep showing errors, so I’d start with normal app troubleshooting.",EASY,,,candidate,2026-09-19T14:36:04.616923+00:00,human,FINALIZED
spotify-gold-candidate-129,twcs-a7a39396ade64655aa14,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,device_or_connectivity,AUTO_HANDLE,"The login works on PC but fails only on the Gear S3, so I’d treat it as a device-specific app issue.",MEDIUM,DEVICE_CONTEXT,,candidate,2026-09-19T13:36:57.786860+00:00,human,FINALIZED
spotify-gold-candidate-130,twcs-9b7ecbcbd7e8e91ebd5c,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,subscription_or_plan,AUTO_HANDLE,"They’re asking whether cancelling the trial early still lets them use the remaining trial period, so this can be answered with standard subscription guidance.",EASY,POLICY_SENSITIVE,,candidate,2026-09-19T13:44:59.834931+00:00,human,FINALIZED
spotify-gold-candidate-131,twcs-8265e1fb877bf3b33241,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,billing_or_payment,ESCALATE,An unauthorized payment needs to be checked directly by billing and account support.,MEDIUM,ACCOUNT_SPECIFIC|PAYMENT|SECURITY,,candidate,2026-09-19T13:59:59.438605+00:00,human,FINALIZED
spotify-gold-candidate-133,twcs-9e1dfedb48e98d0190f2,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,feature_request_or_product_feedback,ESCALATE,Changing an artist name usually needs creator or account-specific support rather than normal app troubleshooting.,MEDIUM,ACCOUNT_SPECIFIC,,candidate,2026-09-19T14:20:15.805613+00:00,human,FINALIZED
spotify-gold-candidate-134,twcs-f572ef0723536010a04d,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,feature_request_or_product_feedback,AUTO_HANDLE,Adding links like SoundCloud or YouTube to artist pages would be a useful profile feature.,EASY,,,candidate,2026-09-19T14:24:19.405684+00:00,human,FINALIZED
spotify-gold-candidate-135,twcs-84b1d3e7d3f4f34456d0,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,other_or_unclear,ESCALATE,"There isn’t enough information here to know what the problem is, so I’d ask for more details first.",EASY,LOW_CONTEXT,,candidate,2026-09-19T14:34:32.134272+00:00,human,FINALIZED
spotify-gold-candidate-137,twcs-5ad3b25274bb8a5301ed,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,device_or_connectivity,ESCALATE,"The volume issue is tied to switching between specific devices and persisted after reinstalling, so it needs device-specific technical investigation.",MEDIUM,DEVICE_CONTEXT,,candidate,2026-09-19T13:22:05.167635+00:00,human,FINALIZED
spotify-gold-candidate-139,twcs-e01e4d5eeda1d58797d0,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,feature_request_or_product_feedback,AUTO_HANDLE,"Mostly frustration about Spotify with no clear issue to troubleshoot, so a simple acknowledgement should be enough.",EASY,LOW_CONTEXT,,candidate,2026-09-19T13:48:58.018170+00:00,human,FINALIZED
spotify-gold-candidate-141,twcs-89539abe0f6adac44f69,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,feature_request_or_product_feedback,AUTO_HANDLE,This is mainly feedback about the way local files sync and a request for a better transfer option.,EASY,,,candidate,2026-09-19T14:03:00.266557+00:00,human,FINALIZED
spotify-gold-candidate-144,twcs-9d7514a4086ff1ec0b77,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,feature_request_or_product_feedback,AUTO_HANDLE,An Undo button would make it easier to fix accidental likes or unlikes.,EASY,,,candidate,2026-09-19T14:30:45.286971+00:00,human,FINALIZED
spotify-gold-candidate-145,twcs-db8aa979e3a32b7b4188,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,library_playlist_or_saved_content,AUTO_HANDLE,Standard Wrapped guidance can answer where the user's Top Songs playlist is located.Standard Wrapped guidance can answer where the user's Top Songs playlist is located,EASY,ACCOUNT_SPECIFIC,,candidate,2026-09-19T13:10:16.653415+00:00,human,FINALIZED
spotify-gold-candidate-146,twcs-52d526247fc8bb8410f5,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,device_or_connectivity,AUTO_HANDLE,It looks like a general Spotify connectivity or service-availability issue that can be handled with standard troubleshooting or outage guidance.,EASY,,,candidate,2026-09-19T13:21:28.305097+00:00,human,FINALIZED
spotify-gold-candidate-147,twcs-528935aebeab8814533b,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,account_access_or_security,ESCALATE,"They don’t know the email linked to the account, so account-specific recovery help is needed.",MEDIUM,ACCOUNT_SPECIFIC,,candidate,2026-09-19T13:35:30.074254+00:00,human,FINALIZED
spotify-gold-candidate-148,twcs-b691f38306ef72bcedc4,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,billing_or_payment,ESCALATE,"They used mobile credit to pay for Premium but it still wasn’t activated, so the payment and account status need to be checked.",MEDIUM,ACCOUNT_SPECIFIC|PAYMENT,,candidate,2026-09-19T13:41:51.168291+00:00,human,FINALIZED
spotify-gold-candidate-149,twcs-188d2a006186ff94e1ef,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,billing_or_payment,ESCALATE,"They want a refund, so the charge and account need to be checked first.",EASY,ACCOUNT_SPECIFIC|PAYMENT|REFUND,,candidate,2026-09-19T13:53:46.708471+00:00,human,FINALIZED
spotify-gold-candidate-150,twcs-69d2a9d3e44081dd89b1,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,library_playlist_or_saved_content,AUTO_HANDLE,"Downloaded albums keep disappearing from the phone, so I’d treat it as a normal offline-library issue first.",EASY,,,candidate,2026-09-19T14:03:27.891645+00:00,human,FINALIZED
spotify-gold-candidate-151,twcs-055f66cdaa2577fc2d74,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,playback_or_app_behavior,ESCALATE,"Release Radar still isn’t refreshing after trying the usual fix, so it needs a closer look.",MEDIUM,,,candidate,2026-09-19T14:17:31.323005+00:00,human,FINALIZED
spotify-gold-candidate-152,twcs-ed879dbd8edb77a9d89b,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,content_availability_or_metadata,AUTO_HANDLE,"The Folk category still says autumn, so it just needs its seasonal label updated.",EASY,,,candidate,2026-09-19T14:28:06.164884+00:00,human,FINALIZED
spotify-gold-candidate-153,twcs-8dc90f0b3a2a5c6269e0,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,feature_request_or_product_feedback,AUTO_HANDLE,"This is just positive feedback about something Spotify did, so no troubleshooting is needed.",EASY,,,candidate,2026-09-19T14:38:05.850701+00:00,human,FINALIZED
spotify-gold-candidate-154,twcs-005fb46ab07acac85068,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,playback_or_app_behavior,ESCALATE,Firefox-specific web player playback failure persists after troubleshooting and may require technical investigation.,MEDIUM,DEVICE_CONTEXT,,candidate,2026-09-19T13:12:16.234728+00:00,human,FINALIZED
spotify-gold-candidate-156,twcs-6c7a55d9ff80ac89b5c5,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,billing_or_payment,AUTO_HANDLE,"They’re asking whether a card cashback offer applies to the yearly Premium plan, so I’d answer based on the promotion terms.",MEDIUM,PAYMENT|POLICY_SENSITIVE,,candidate,2026-09-19T13:32:27.955831+00:00,human,FINALIZED
spotify-gold-candidate-157,twcs-eda7e3286b7fe9cc0f52,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,other_or_unclear,ESCALATE,"There isn’t enough detail about what went wrong yet, so I’d ask them to continue privately and explain the issue.",MEDIUM,LOW_CONTEXT,,candidate,2026-09-19T13:50:41.113235+00:00,human,FINALIZED
spotify-gold-candidate-159,twcs-468fbe8c8375ed6f1714,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,feature_request_or_product_feedback,AUTO_HANDLE,It would be useful to like a song for recommendations without having to add it to the library.,EASY,,,candidate,2026-09-19T14:06:25.370453+00:00,human,FINALIZED
spotify-gold-candidate-160,twcs-0c13ace5ad2c5fcb3ec3,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,other_or_unclear,ESCALATE,"Not enough detail to tell what stopped working here, so I’d need more information before troubleshooting it.",MEDIUM,OUT_OF_DOMAIN|LOW_CONTEXT,,candidate,2026-09-19T14:14:38.252262+00:00,human,FINALIZED
spotify-gold-candidate-161,twcs-af744ae51b7f76d8eab5,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,feature_request_or_product_feedback,AUTO_HANDLE,"The video feature is getting in the way of listening, so this is mainly product feedback.",EASY,,,candidate,2026-09-19T14:26:05.377269+00:00,human,FINALIZED
spotify-gold-candidate-162,twcs-b917a2917f34fda73ed7,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,playback_or_app_behavior,AUTO_HANDLE,It looks like a temporary desktop outage that affected several people and then cleared up.,EASY,,,candidate,2026-09-19T14:30:15.627786+00:00,human,FINALIZED
spotify-gold-candidate-163,twcs-43804b1475c567e82505,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,playback_or_app_behavior,AUTO_HANDLE,General Android app issue; standard troubleshooting can be provided without account-specific access.,EASY,DEVICE_CONTEXT,,candidate,2026-09-19T13:08:16.631752+00:00,human,FINALIZED
spotify-gold-candidate-164,twcs-0fbe06a7eff128e4f024,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,other_or_unclear,ESCALATE,"The API is returning frequent 404s across different systems, so this needs technical investigation by the API team.",HARD,OUT_OF_DOMAIN,,candidate,2026-09-19T13:27:06.266852+00:00,human,FINALIZED
spotify-gold-candidate-165,twcs-76fb510fb5be7beed244,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,subscription_or_plan,ESCALATE,"They already paid for Premium but the account still hasn’t upgraded, so the payment and subscription status need to be checked.",MEDIUM,ACCOUNT_SPECIFIC|PAYMENT,,candidate,2026-09-19T13:31:59.492138+00:00,human,FINALIZED
spotify-gold-candidate-166,twcs-6733af49a45943f26380,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,subscription_or_plan,AUTO_HANDLE,"Student discount rules are different in Quebec, so this is mainly a plan eligibility question.",EASY,POLICY_SENSITIVE,,candidate,2026-09-19T13:47:54.006461+00:00,human,FINALIZED
spotify-gold-candidate-167,twcs-39ed7e23658145444008,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,billing_or_payment,ESCALATE,"A monthly charge was already taken after switching to the yearly plan, so the billing and possible refund need to be checked.",MEDIUM,ACCOUNT_SPECIFIC|PAYMENT|REFUND,,candidate,2026-09-19T13:55:55.598398+00:00,human,FINALIZED
spotify-gold-candidate-168,twcs-fc1eebb4e7a18c5f37c4,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,library_playlist_or_saved_content,ESCALATE,"My downloads keep disappearing and saved albums are losing songs, so this needs a closer look.",MEDIUM,,,candidate,2026-09-19T14:06:52.199553+00:00,human,FINALIZED
spotify-gold-candidate-171,twcs-2eafb2c2dc5db3e9fe87,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,content_availability_or_metadata,AUTO_HANDLE,"Mel Tormé doesn’t seem to have a proper artist page, so this looks like a content availability issue.",EASY,,,candidate,2026-09-19T14:37:30.436669+00:00,human,FINALIZED
spotify-gold-candidate-173,twcs-54fe1476ce402cf6c1c7,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,feature_request_or_product_feedback,AUTO_HANDLE,This is product feedback about Spotify’s minimum window size and can be handled with a standard acknowledgement or feature-feedback response.,EASY,,,candidate,2026-09-19T13:22:32.548537+00:00,human,FINALIZED
spotify-gold-candidate-177,twcs-823e2786fcb670a93b61,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,library_playlist_or_saved_content,ESCALATE,"The downloaded library keeps disappearing, and the pricing complaint is secondary to the main offline music issue.",MEDIUM,MULTI_INTENT,,candidate,2026-09-19T14:07:17.924327+00:00,human,FINALIZED
spotify-gold-candidate-178,twcs-e3a26edc1b4402a9864f,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,content_availability_or_metadata,AUTO_HANDLE,"The songs they want aren’t available on Spotify, so this is mainly a catalog availability request.",EASY,,,candidate,2026-09-19T14:19:17.639264+00:00,human,FINALIZED
spotify-gold-candidate-179,twcs-3567c41afe8c3fd2f914,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,feature_request_or_product_feedback,AUTO_HANDLE,I’d like the option to keep a Daily Mix I enjoy instead of having it disappear when my listening changes.,EASY,,,candidate,2026-09-19T14:22:48.492454+00:00,human,FINALIZED
spotify-gold-candidate-180,twcs-39450331b6d409a1859f,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,other_or_unclear,ESCALATE,I need a bit more detail about what’s not working before I can tell how to fix it.,EASY,LOW_CONTEXT,,candidate,2026-09-19T14:37:02.676590+00:00,human,FINALIZED
spotify-gold-candidate-181,twcs-138dbdaa1e045cea53f4,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,library_playlist_or_saved_content,AUTO_HANDLE,"Missing library content appears related to the mobile app and resolved after updating, so standard troubleshooting is sufficient.",EASY,DEVICE_CONTEXT,,candidate,2026-09-19T13:17:57.955713+00:00,human,FINALIZED
spotify-gold-candidate-183,twcs-74262752d12cbbffe5a5,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,billing_or_payment,ESCALATE,"They’re still being charged after cancelling and want a refund, so the account and payment history need to be checked.",MEDIUM,ACCOUNT_SPECIFIC|PAYMENT|REFUND,,candidate,2026-09-19T13:34:17.768976+00:00,human,FINALIZED
spotify-gold-candidate-185,twcs-cff524dbe4d016a28c1c,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,billing_or_payment,ESCALATE,"Looks like the same month was charged twice, so billing needs to check the extra payment.",MEDIUM,ACCOUNT_SPECIFIC|PAYMENT,,candidate,2026-09-19T14:00:33.014609+00:00,human,FINALIZED
spotify-gold-candidate-186,twcs-a0f8147d38bc207186b7,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,library_playlist_or_saved_content,ESCALATE,"My downloaded albums keep disappearing even though the app and phone are up to date, so this needs a closer look.",MEDIUM,DEVICE_CONTEXT,,candidate,2026-09-19T14:05:31.674839+00:00,human,FINALIZED
spotify-gold-candidate-188,twcs-d8ca54e2ad577e670fa1,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,content_availability_or_metadata,AUTO_HANDLE,They want a specific song added to Spotify because it isn’t available.,EASY,,,candidate,2026-09-19T14:21:18.104307+00:00,human,FINALIZED
spotify-gold-candidate-189,twcs-f6ce9ece6da6b0196108,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,content_availability_or_metadata,AUTO_HANDLE,"I can’t play a specific song on Spotify, so this looks like a music availability issue.",EASY,,,candidate,2026-09-19T14:33:34.380998+00:00,human,FINALIZED
spotify-gold-candidate-190,twcs-91f195157610a7b14ef2,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,account_access_or_security,ESCALATE,Possible unauthorized account activity requires account-specific security investigation.,HARD,ACCOUNT_SPECIFIC|SECURITY|DEVICE_CONTEXT,,candidate,2026-09-19T13:11:06.256013+00:00,human,FINALIZED
spotify-gold-candidate-191,twcs-294c90fe8ae6a14d7370,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,account_access_or_security,AUTO_HANDLE,"They can’t log in on their computer even though the internet is working, so I’d start with normal login and connection troubleshooting.",MEDIUM,ACCOUNT_SPECIFIC|DEVICE_CONTEXT,,candidate,2026-09-19T13:26:00.500102+00:00,human,FINALIZED
spotify-gold-candidate-193,twcs-c82053b6fc4291da4097,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,billing_or_payment,ESCALATE,"They’re still being charged after cancelling, so the account and billing history need to be checked.",MEDIUM,ACCOUNT_SPECIFIC|PAYMENT,,candidate,2026-09-19T13:42:25.389759+00:00,human,FINALIZED
spotify-gold-candidate-194,twcs-5d12ee100125b3703648,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,subscription_or_plan,ESCALATE,"Payment is going through but Premium doesn’t seem active, so the account and subscription status need checking.",MEDIUM,ACCOUNT_SPECIFIC|PAYMENT,,candidate,2026-09-19T13:54:45.692262+00:00,human,FINALIZED
spotify-gold-candidate-195,twcs-3efdd8f04e8e68e89473,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,library_playlist_or_saved_content,ESCALATE,"My saved music keeps disappearing every few weeks and I have to download everything again, so this needs a proper fix.",MEDIUM,DEVICE_CONTEXT,,candidate,2026-09-19T14:10:12.552214+00:00,human,FINALIZED
spotify-gold-candidate-196,twcs-b62986dbc631bcdf8733,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,feature_request_or_product_feedback,AUTO_HANDLE,Having lyrics inside Spotify would make the app a lot more useful.,EASY,,,candidate,2026-09-19T14:13:37.050510+00:00,human,FINALIZED
spotify-gold-candidate-199,twcs-3e02551745f663065760,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,feature_request_or_product_feedback,AUTO_HANDLE,Question about availability of an annual Spotify feature can be answered with standard public guidance.,EASY,,,candidate,2026-09-19T13:14:22.860915+00:00,human,FINALIZED
spotify-gold-candidate-200,twcs-f9295fb3e33de515470c,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,feature_request_or_product_feedback,AUTO_HANDLE,"Ads are much louder than the music, so this is mainly feedback about how Spotify handles ad volume.",EASY,,,candidate,2026-09-19T13:27:41.425260+00:00,human,FINALIZED
spotify-gold-candidate-201,twcs-ff34384397a6418ef58d,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,account_access_or_security,AUTO_HANDLE,"The login works but the account keeps logging out, so I’d start with normal account and login troubleshooting.",EASY,ACCOUNT_SPECIFIC,,candidate,2026-09-19T13:40:49.833693+00:00,human,FINALIZED
spotify-gold-candidate-203,twcs-2464f9739c72c9dda29f,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,billing_or_payment,ESCALATE,"Three charges went through for one payment, so the billing history needs to be checked.",MEDIUM,ACCOUNT_SPECIFIC|PAYMENT,,candidate,2026-09-19T13:52:37.215745+00:00,human,FINALIZED
spotify-gold-candidate-204,twcs-7f19e6a04cde69701a65,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,other_or_unclear,ESCALATE,"There isn’t enough detail to tell what’s broken, so I’d ask for more information first.",MEDIUM,LOW_CONTEXT,,candidate,2026-09-19T14:04:00.850244+00:00,human,FINALIZED
spotify-gold-candidate-205,twcs-127511022b6a8d3e82d4,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,content_availability_or_metadata,AUTO_HANDLE,They want a specific album added to Spotify because it isn’t available right now.,EASY,,,candidate,2026-09-19T14:16:03.319037+00:00,human,FINALIZED
spotify-gold-candidate-206,twcs-8e0d5c949453c2f30f44,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,feature_request_or_product_feedback,AUTO_HANDLE,"Spotify isn’t available in India yet, so the India chart isn’t available either.",EASY,POLICY_SENSITIVE,,candidate,2026-09-19T14:23:18.730068+00:00,human,FINALIZED
spotify-gold-candidate-207,twcs-dc0403ad1d090566d094,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,content_availability_or_metadata,AUTO_HANDLE,I’m looking for a specific song and it isn’t available on Spotify.,EASY,,,candidate,2026-09-19T14:36:31.896779+00:00,human,FINALIZED
spotify-gold-candidate-208,twcs-fbe0cd4efaf34686cb9a,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,billing_or_payment,ESCALATE,Lyrics availability and integration is a product feature request that can be answered with standard public guidance.,HARD,,,candidate,2026-09-19T13:15:29.183242+00:00,human,FINALIZED
spotify-gold-candidate-210,twcs-b40d4c33ba864c5d617b,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,account_access_or_security,AUTO_HANDLE,"They signed up through Facebook and want a separate Spotify login, so I’d start with normal account-access guidance.",EASY,ACCOUNT_SPECIFIC,,candidate,2026-09-19T13:38:29.582028+00:00,human,FINALIZED
spotify-gold-candidate-213,twcs-bbe55d6e5ca869afe6f6,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,playback_or_app_behavior,ESCALATE,"Downloads and search are both broken and it’s been going on for a while, so this needs a closer look.",MEDIUM,MULTI_INTENT,,candidate,2026-09-19T14:12:05.615893+00:00,human,FINALIZED
spotify-gold-candidate-214,twcs-7fa691518331b0b6fba3,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,content_availability_or_metadata,AUTO_HANDLE,"A specific album is missing from Spotify, so this is just a content availability issue.",EASY,,,candidate,2026-09-19T14:12:35.249548+00:00,human,FINALIZED
spotify-gold-candidate-215,twcs-def3838ef744cb727d39,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,playback_or_app_behavior,ESCALATE,"Every update breaks Spotify on Windows 7 and forces a reinstall, so this looks like a recurring app bug.",MEDIUM,DEVICE_CONTEXT,,candidate,2026-09-19T14:22:21.924384+00:00,human,FINALIZED
spotify-gold-candidate-217,twcs-39366fd1a0bec4da9ff9,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,subscription_or_plan,AUTO_HANDLE,Premium offer activation can be handled with standard subscription guidance.,EASY,,,candidate,2026-09-19T13:16:48.541521+00:00,human,FINALIZED
spotify-gold-candidate-218,twcs-14615608af65d6c19e01,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,device_or_connectivity,AUTO_HANDLE,"The issue is specific to the Spotify–Sonos connection, so standard device/integration troubleshooting should be appropriate.",EASY,DEVICE_CONTEXT,,candidate,2026-09-19T13:24:02.146120+00:00,human,FINALIZED
spotify-gold-candidate-219,twcs-8d42a5ce51ae8d17cd59,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,account_access_or_security,ESCALATE,"Their Facebook login is failing and the account is not being recognized, so the account likely needs to be checked directly.",MEDIUM,ACCOUNT_SPECIFIC,,candidate,2026-09-19T13:39:07.796164+00:00,human,FINALIZED
spotify-gold-candidate-221,twcs-81a61b75d3c4f291caf1,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,billing_or_payment,AUTO_HANDLE,They’re just asking about other ways to pay for Premium without using a credit card.,EASY,PAYMENT,,candidate,2026-09-19T14:01:05.867690+00:00,human,FINALIZED
spotify-gold-candidate-223,twcs-a20185e71077bb659543,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,content_availability_or_metadata,AUTO_HANDLE,"They want more Beyoncé music, especially Lemonade, to be available on Spotify.",EASY,,,candidate,2026-09-19T14:15:07.911533+00:00,human,FINALIZED
spotify-gold-candidate-225,twcs-1b39c71002bcf1b58272,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,other_or_unclear,AUTO_HANDLE,"There’s no clear problem described here, so I’d just acknowledge it and ask what went wrong.",EASY,LOW_CONTEXT,,candidate,2026-09-19T14:29:48.558247+00:00,human,FINALIZED
spotify-gold-candidate-226,twcs-10e3c872509cbeb2052e,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,feature_request_or_product_feedback,ESCALATE,"Complaint concerns inappropriate advertising content and targeting, so it should be reviewed by the relevant policy or marketing team.",MEDIUM,POLICY_SENSITIVE,,candidate,2026-09-19T13:11:39.826910+00:00,human,FINALIZED
spotify-gold-candidate-229,twcs-95b2712f3caca99a5612,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,subscription_or_plan,AUTO_HANDLE,"They can’t verify their Turkish student status for the Student plan, so this is mainly a subscription eligibility and verification issue.",MEDIUM,POLICY_SENSITIVE,,candidate,2026-09-19T13:45:32.777021+00:00,human,FINALIZED
spotify-gold-candidate-230,twcs-3cedaf3a25184c38388c,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,billing_or_payment,AUTO_HANDLE,"There’s a pending charge after a subscription mistake, so this is mainly a payment timing question.",EASY,PAYMENT,,candidate,2026-09-19T13:59:02.491913+00:00,human,FINALIZED
spotify-gold-candidate-232,twcs-a558741fb82d82cef639,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,content_availability_or_metadata,AUTO_HANDLE,"They can’t find a specific album in Australia, so this is mainly a music availability issue.",EASY,,,candidate,2026-09-19T14:18:54.116043+00:00,human,FINALIZED
spotify-gold-candidate-235,twcs-c6fb8f3582bd3e2758cc,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,feature_request_or_product_feedback,ESCALATE,Login issue may require account-specific troubleshooting or verification.,MEDIUM,ACCOUNT_SPECIFIC,,candidate,2026-09-19T12:49:31.730189+00:00,human,FINALIZED
spotify-gold-candidate-236,twcs-d942f744dbd2006e2c51,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,device_or_connectivity,AUTO_HANDLE,"Spotify is being flagged by antivirus on a specific Windows setup, so standard device/app troubleshooting should be appropriate.",MEDIUM,DEVICE_CONTEXT,,candidate,2026-09-19T13:23:02.127652+00:00,human,FINALIZED
spotify-gold-candidate-238,twcs-cf4e809b0b15650ee72d,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,feature_request_or_product_feedback,AUTO_HANDLE,"Spotify isn’t available in Slovenia yet, so this is really a question about when the service might launch there.",EASY,POLICY_SENSITIVE,,candidate,2026-09-19T13:50:09.379415+00:00,human,FINALIZED
spotify-gold-candidate-239,twcs-f67a4c37a03ab68772c6,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,billing_or_payment,AUTO_HANDLE,"This is just a question about when the monthly charge applies, so normal billing guidance should be enough.",EASY,PAYMENT,,candidate,2026-09-19T14:01:30.673664+00:00,human,FINALIZED
spotify-gold-candidate-242,twcs-b091d1c5208d47615e74,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,account_access_or_security,ESCALATE,"The password reset page itself is failing, so the account recovery process needs to be checked.",MEDIUM,ACCOUNT_SPECIFIC|SECURITY,,candidate,2026-09-19T14:50:14.304142+00:00,human,FINALIZED
spotify-gold-candidate-243,twcs-0f063fae4178c1251279,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,account_access_or_security,ESCALATE,"The account was taken over and I still can’t get access back, so this needs direct security and recovery help.",HARD,ACCOUNT_SPECIFIC|SECURITY,,candidate,2026-09-19T14:51:49.094796+00:00,human,FINALIZED
spotify-gold-candidate-244,twcs-12e60a029f27b3a4086e,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,account_access_or_security,ESCALATE,"My main Premium account won’t link with Facebook, and I also have a few other account and plan questions to sort out.",HARD,ACCOUNT_SPECIFIC|MULTI_INTENT,,candidate,2026-09-19T14:59:09.409375+00:00,human,FINALIZED
