case_id,thread_id,taxonomy_version,sampling_version,split_version,sampling_bucket,customer_message,conversation_context,challenge_proxies
spotify-gold-candidate-071,twcs-fc96fef64512329635d5,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,<mention> the last version of Spotify on IPhone crashes often. It is getting annoying. When will there be an update with bug fixes?,"CUSTOMER: <mention> the last version of Spotify on IPhone crashes often. It is getting annoying. When will there be an update with bug fixes? || SPOTIFY: <mention> Hey, help's here! Can you let us know the device, OS, and Spotify version you're using? We'll see what we can suggest /JN || CUSTOMER: <mention> Spotify version 8.4.28.1104 IOS version 11.0.3 (IPhone 6) || SPOTIFY: <mention> Thanks! Does the app crash whenever you play your music? /JN || CUSTOMER: <mention> Yes, at random moments || SPOTIFY: <mention> Got it. Does turning your device off, then back on again help? /JN",
spotify-gold-candidate-072,twcs-6207d3e06182e303c3e7,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,<mention> <mention> stop suggesting me garbage please <mention> <mention> <url>,"CUSTOMER: <mention> <mention> stop suggesting me garbage please <mention> <mention> <url> || SPOTIFY: <mention> Hey there, thanks for the feedback! To reduce the number of Suggested Tracks you get, try adding more artists into your playlists /TI",
spotify-gold-candidate-073,twcs-8c659e67ac26f5fa9ef3,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,<mention> Any update on the windows 7 update bug? I miss my playlists :[,CUSTOMER: <mention> Any update on the windows 7 update bug? I miss my playlists :[ || SPOTIFY: <mention> Hey there! What's happening exactly? Can you DM us your account's username or email address? We'll check backstage /AP <url>,
spotify-gold-candidate-074,twcs-e13c87cf8a7330f80205,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,"<mention> I upgraded to Premium for 9,99€/3months this morning. As this new status wasn’t showing up in my account details, I disconnected the APP in order to refresh it. It’s not logging me in since then. Neither via Facebook nor via user/pass. Could you look into it? <url>","CUSTOMER: <mention> I upgraded to Premium for 9,99€/3months this morning. As this new status wasn’t showing up in my account details, I disconnected the APP in order to refresh it. It’s not logging me in since then. Neither via Facebook nor via user/pass. Could you look into it? <url> || CUSTOMER: <mention> Device: iPhone 5s iOS: latest 11.1.2 || SPOTIFY: <mention> Hi Lazarus, thanks for the screenshots! Can you also DM us your account's email address? We'll figure out what's going on backstage /RR <url>",
spotify-gold-candidate-075,twcs-503d6ba16809fe3ce442,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,<mention> hey when are you guys coming to Sri Lanka?,"CUSTOMER: <mention> hey when are you guys coming to Sri Lanka? || SPOTIFY: <mention> Hey! We're afraid we have no info to share about this at the moment. But, we're launching regularly in countries around the world. Sign up here to be first to hear: <url> /RC || CUSTOMER: <mention> Aw. Sri Lanka is a good choice. Please get here fast. I miss my premium account :(",
spotify-gold-candidate-076,twcs-7862dac3ec298d696cc5,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,<mention> Still not receiving code for premium. Anuna?,CUSTOMER: <mention> Still not receiving code for premium. Anuna? || SPOTIFY: <mention> Hi Louise! We've just sent a DM your way. Let's carry on chatting there /AU,
spotify-gold-candidate-077,twcs-7d14e7edc088b0157e33,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,<mention> you have locked my friend out of her account and she will not stop bothering me at work. please help her change her payment info. Her name is Riley Barsella and she needs some tunes!!!!!,CUSTOMER: <mention> you have locked my friend out of her account and she will not stop bothering me at work. please help her change her payment info. Her name is Riley Barsella and she needs some tunes!!!!! || SPOTIFY: <mention> Hey Hailey! We'd be glad to help out. Can you have Riley send us a tweet <mention>? We'll check it out 🔍 /JX,
spotify-gold-candidate-078,twcs-b1f2b83021196468a041,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,<mention> Spotify currently won’t play any song on my laptop. It is up to date but the only message I get is “This song is not available. If you have the file on your computer you can import it“ and I have the playlist downloaded on my laptop and every song plays on my phone.,"CUSTOMER: <mention> Spotify currently won’t play any song on my laptop. It is up to date but the only message I get is “This song is not available. If you have the file on your computer you can import it“ and I have the playlist downloaded on my laptop and every song plays on my phone. || SPOTIFY: <mention> Hey Spencer, help's here! Can you DM us your account's email address and username? We'll take a look backstage /AQ",
spotify-gold-candidate-079,twcs-67e121803aca24a116db,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,<mention> Hi! Will you release <mention> Reputation album today?,CUSTOMER: <mention> Hi! Will you release <mention> Reputation album today? || SPOTIFY: <mention> Hey Angel. What country is your account set to? We'll check things out /AY,
spotify-gold-candidate-080,twcs-25007b19a6819a90e76c,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,<mention> you should create an alarm feature so that people can wake up to their fav songs,"CUSTOMER: <mention> you should create an alarm feature so that people can wake up to their fav songs || SPOTIFY: <mention> Hi there, this sounds like a great idea! You can vote for it on our Community here: <url> Give us a shout if you need anything else /RC",
spotify-gold-candidate-081,twcs-20b8bfb7c98259f3acba,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,<mention> Hi! I found an error in the settings on spotify (Italian language) W-ifi instead of Wi-Fi. Bye! <url>,"CUSTOMER: <mention> Hi! I found an error in the settings on spotify (Italian language) W-ifi instead of Wi-Fi. Bye! <url> || SPOTIFY: <mention> Hey Lorenzo. Thanks for the heads up! We’ll get this passed onto the right team. Could you DM us the device, operating system, and Spotify version you're using? /L <url>",
spotify-gold-candidate-082,twcs-5e7a2d9f9d0a8434645b,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,"helpppp nothing's loading :'(( i've tried turning my phone on and off, updating the app, using 4g instead of wifi and nothing's working. <mention> <url>","CUSTOMER: helpppp nothing's loading :'(( i've tried turning my phone on and off, updating the app, using 4g instead of wifi and nothing's working. <mention> <url> || SPOTIFY: <mention> Hey! We’re looking into this as we tweet. Thanks for bearing with us /CP",
spotify-gold-candidate-083,twcs-c0e933c3eca74e20cb7c,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,"<mention> Spotify works with the Bose client but since half an hour not with your own client (iPhone, latest iOS).","CUSTOMER: <mention> Spotify works with the Bose client but since half an hour not with your own client (iPhone, latest iOS). || SPOTIFY: <mention> Hey, thanks for the report! We had a little hiccup earlier, but everything should be running just fine now /JS",
spotify-gold-candidate-084,twcs-c62140cddcc8a65d4d57,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,<mention> I’m trying to update my account to student as I have NUS extra card but every time I click on it I’m taken to unidays page which I don’t have. Can you help please…,"CUSTOMER: <mention> I’m trying to update my account to student as I have NUS extra card but every time I click on it I’m taken to unidays page which I don’t have. Can you help please… || SPOTIFY: <mention> Hey Scott! We're afraid NUS is currently unavailable as a discount option. We’d recommend using UNiDAYS at <url> Any questions, just give us a shout /AN",
spotify-gold-candidate-085,twcs-cccd923a2c2bf8eccde0,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,"<mention> I want to invite my wife to family plan but Something is wrong with the address, I need to see my address","CUSTOMER: <mention> I want to invite my wife to family plan but Something is wrong with the address, I need to see my address || SPOTIFY: <mention> Hi Mayanin! We're afraid it's not possible to view or change the address you've entered when signing up for the Family plan. Can you DM us your accounts' email address? We'll see what we can suggest /WW <url>",
spotify-gold-candidate-086,twcs-8bcd5c60b9dcafb15a6e,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,"<mention> I missed student account renewal by one day, charged $10 instead of $5 but still a student. How would I go about getting a refund for the difference?","CUSTOMER: <mention> I missed student account renewal by one day, charged $10 instead of $5 but still a student. How would I go about getting a refund for the difference? || SPOTIFY: <mention> Hey! The cavalry's here. Could you send us a DM with your account's email address? We'll take a look backstage /AU <url>",
spotify-gold-candidate-087,twcs-1efbae2563c7809a02cd,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,"<mention> where can I direct my suggestions? Would love a history or notes section on songs - if/when I added a song to my library (or if I used to have it saved), if/when it was featured on my discover Weekly, if a friend has it saved, etc!","CUSTOMER: <mention> where can I direct my suggestions? Would love a history or notes section on songs - if/when I added a song to my library (or if I used to have it saved), if/when it was featured on my discover Weekly, if a friend has it saved, etc! || SPOTIFY: <mention> Hey! We're always happy to hear your suggestions via Twitter. Rest assured, your feedback will be passed on to the right folks /NQ",
spotify-gold-candidate-088,twcs-51bbfa1ea4be54d28fe6,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,"<mention> Why can't I find <mention> latest release #ImNotRacist It's cool, we all make mistakes but please be sure to correct this Asap Rocky. <url>","CUSTOMER: <mention> Why can't I find <mention> latest release #ImNotRacist It's cool, we all make mistakes but please be sure to correct this Asap Rocky. <url> || CUSTOMER: <mention> <mention> <mention> I really need this track for a shared playlist. <url> || SPOTIFY: <mention> Hey! We’ll have it available to you as soon as it’s available to us! There's more info here: <url> 🙂 /L",
spotify-gold-candidate-089,twcs-32607418d4942aa795ed,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,<mention> why don't you work properly?,"CUSTOMER: <mention> why don't you work properly? || SPOTIFY: <mention> Hey, help's here! What’s happening exactly? Can you let us know the device and operating system you’re using? Screenshots would be helpful /NQ",
spotify-gold-candidate-090,twcs-d5965e2ad5956e3e6183,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,<mention> you should honestly thinking about releasing an official version in India.,"CUSTOMER: <mention> you should honestly thinking about releasing an official version in India. || SPOTIFY: <mention> Hi Joel! While we haven't officially launched in India just yet, we're launching in new countries as often as possible. Be sure to add your email at <url> /JO || CUSTOMER: <mention> 'officially' .... nice one :D ! <url>",
spotify-gold-candidate-091,twcs-c72085fc60181b54a7ca,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,Wait what do you mean I can only listen to music on shuffle this is such bullshit <mention> <url>,CUSTOMER: Wait what do you mean I can only listen to music on shuffle this is such bullshit <mention> <url> || SPOTIFY: <mention> Hey! We're afraid playing songs on-demand is a Premium feature. There's more info at <url> /RC,
spotify-gold-candidate-092,twcs-fd694912a19b913fed9f,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,<mention> Can you explain how a stranger on the bus could ever be able to start playing their music through my iPhone? <url>,CUSTOMER: <mention> Can you explain how a stranger on the bus could ever be able to start playing their music through my iPhone? <url> || CUSTOMER: <mention> <mention> Mine regularly offers to connect to a chromecast. We don’t have a chromecast. || SPOTIFY: <mention> Hey Paul! This doesn't sound good. Can you DM us your account's email address? We'll have a look /KT <url> || SPOTIFY: <mention> Hi John - that doesn't seem right! Can you DM us your account's email address or username? We'll take a look backstage /GT <url>,
spotify-gold-candidate-093,twcs-4f80246ab2f8413fc08b,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,<mention> I can’t access my Spotify account and all my information is correct yet it still says it’s not and I’ve reset my Facebook password too.,CUSTOMER: <mention> I can’t access my Spotify account and all my information is correct yet it still says it’s not and I’ve reset my Facebook password too. || SPOTIFY: <mention> Hey Evan! The cavalry's here. Can you DM us your account's email address? We'll take a look under the hood /KB <url>,
spotify-gold-candidate-094,twcs-d8d015be2d7db9752bb8,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,How does Spotify tell you that you can get Hulu for free under Spotify premium only to sneak up and charge me an extra $4.99 plus tax like dude I'm a broke college student why do you gotta do me dirty like that Spotify? 🙃,"CUSTOMER: How does Spotify tell you that you can get Hulu for free under Spotify premium only to sneak up and charge me an extra $4.99 plus tax like dude I'm a broke college student why do you gotta do me dirty like that Spotify? 🙃 || CUSTOMER: <mention> Hey! The Hulu discount is only available when you're using the Spotify Premium for Students discount, not a standard Premium account. Were you using Hulu before you claimed this? || CUSTOMER: <mention> No, I was not using Hulu before. Whenever I opted for Hulu with my Spotify Premium (Student Discount), it began to charge me $9.99 (plus tax) instead of $4.99 (plus tax). I never have any luck with this stuff. || SPOTIFY: <mention> That's odd. Can you DM us your account's username or email address? We'll take a look under the hood /PK <url>",
spotify-gold-candidate-095,twcs-8993b719727017542995,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,<mention> hi Im trying to update my payment information but it’s not letting me because it only gives me the student option,"CUSTOMER: <mention> hi Im trying to update my payment information but it’s not letting me because it only gives me the student option || SPOTIFY: <mention> Hey, help's arrived! Can you send us your account's email address or username via DM? We'll take a look /GT <url>",
spotify-gold-candidate-096,twcs-baa29d2eedb9786e17ae,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,Spotify removed like half of my music from my downloads and I’m so mad i never wanna listen to music ever again wow. <mention> fuck off.,"CUSTOMER: Spotify removed like half of my music from my downloads and I’m so mad i never wanna listen to music ever again wow. <mention> fuck off. || SPOTIFY: <mention> Hey, help's here! Check out the steps under “Downloads unexpectedly removed” at <url> They should help with this /PK",
spotify-gold-candidate-097,twcs-d2d06494e3eef90efe66,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,<mention> can y’all put Beyoncé’s lemonade album on Spotify already 🤦🏻‍♀️,"CUSTOMER: <mention> can y’all put Beyoncé’s lemonade album on Spotify already 🤦🏻‍♀️ || SPOTIFY: <mention> Hey Nat! We're working on it, and we hope to have it available soon. There's more info here: <url> Let us know if there's anything else you need 🙂 /KC",
spotify-gold-candidate-098,twcs-c96017d523bd91c5ae05,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,<mention> any ideas on a timeline for multiroom on Alexa?,"CUSTOMER: <mention> any ideas on a timeline for multiroom on Alexa? || SPOTIFY: <mention> Hey Guy! We don't have any info on this right now, but you can support a similar idea here: <url> /DD",
spotify-gold-candidate-099,twcs-2dc10774b3e2493aa0a0,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,<mention> Hey is spotify available tomorrow in Romania?,"CUSTOMER: <mention> Hey is spotify available tomorrow in Romania? || SPOTIFY: <mention> Hey Robert! We don't have a specific date, but we're launching in new countries as often as possible. Be sure to add your email at <url> /RH || CUSTOMER: <mention> I already did that. News websites in Romania said spotify will be available in Romania today 28th november, thats why i am asking. || SPOTIFY: <mention> We don't have news to share right now, but we'll be sure to keep everyone updated. Stay tuned /AR",
spotify-gold-candidate-100,twcs-5db2d7cf39459b6aef4d,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,<mention> <mention> why is alll my downloaded music getting totally wiped out after every single app update? This has been the third time this has happened since going premium a month ago,CUSTOMER: <mention> <mention> why is alll my downloaded music getting totally wiped out after every single app update? This has been the third time this has happened since going premium a month ago || SPOTIFY: <mention> Hey there! We've just sent a DM your way. Let's carry on chatting there /MG,
spotify-gold-candidate-101,twcs-27c401edeb3038bf2fb4,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,"<mention> pls help me, I just purchased premium, but the Behind Lyrics doesn't appear when I play one of the songs. I thought its because the device I have, Android. Bcs I logged in into iPhone, the Behind Lyrics appear. Thanks.","CUSTOMER: <mention> I'm using Samsung J5 year 2015 and 8.4.28.875 armV7 for the Spotify version. Thank you ;) || SPOTIFY: <mention> Thanks for those details. Could you go to Your Library &gt; Settings &gt; Behind the Lyrics to see if it's enabled? Then, try logging out and back in again. Any difference? /MA || CUSTOMER: <mention> I did it. No difference 😦 || SPOTIFY: <mention> Does this happen over WiFi, 3G/4G, or both? Is it the same when you're using other Android devices? /MA || CUSTOMER: <mention> I use 4G, never using Spotify over WiFi. I haven't tried on other Android devices. btw, I have updated the new version but still the same. || SPOTIFY: <mention> Could you send us a DM with your account's email address? We'll take a look backstage /MA <url>",
spotify-gold-candidate-102,twcs-28601f77eece30527021,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,"Dear <mention>, my family member got kicked out from my family account. Can I look for my address on my account? is there any history to look what I write on my form? Thank you.","CUSTOMER: Dear <mention>, my family member got kicked out from my family account. Can I look for my address on my account? is there any history to look what I write on my form? Thank you. || SPOTIFY: <mention> Hi! Can you send us a DM with your family member's username or email address? We'll check things out /HR <url> || CUSTOMER: <mention> DMed. help me please 🙏🙏🙏🙏",
spotify-gold-candidate-103,twcs-c25fe960707eff167290,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,<mention> trying 2 accept family invite and it keeps saying undefined whoops something went wrong try again. Need assistance. Almost legally blind n it keeps asking on robot to see signs on roads in pictures which I can’t.,"CUSTOMER: <mention> trying 2 accept family invite and it keeps saying undefined whoops something went wrong try again. Need assistance. Almost legally blind n it keeps asking on robot to see signs on roads in pictures which I can’t. || SPOTIFY: <mention> Hi there, we're here to lend a hand! Can you DM us the email addresses linked to the accounts? We'll take a look backstage /AK <url> || CUSTOMER: <mention> Sent over 8 hrs ago? || SPOTIFY: <mention> Sorry for the wait. We've just replied to your DM. Let's carry on there /JE",
spotify-gold-candidate-104,twcs-eaafd7bd7b8c67d1039b,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,"<mention> I'm trying to update my premium payment and I just get this loading page, what's the story? <url>","CUSTOMER: <mention> I'm trying to update my premium payment and I just get this loading page, what's the story? <url> || SPOTIFY: <mention> Hi Graham! Could you try updating your payment info at <url> on a desktop or laptop computer? Let us know how it plays out /NJ || CUSTOMER: <mention> Ah it's OK I got it sorted, thank you || SPOTIFY: <mention> That's great to hear! If we can help with anything else, we're just a tweet away. <url> 🙂 /NJ",
spotify-gold-candidate-105,twcs-cfb715f473ae1d746717,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,<mention> if your app deletes my music one more time I'm switching to Tidal,"CUSTOMER: <mention> if your app deletes my music one more time I'm switching to Tidal || SPOTIFY: <mention> Hey Hussein! Just to clarify, are you missing tracks in Your Library or those you've downloaded for offline use? /AR || CUSTOMER: <mention> Both on the android app. I've upgraded apps, upgraded phones. I've avoided using battery saving mode, I did everything you guys respond with but it's a faulty app idk what to say || SPOTIFY: <mention> We understand your frustration. We just want to know if the tracks that gets deleted on your app are those that are saved in Your Library or the ones that you've downloaded to be used offline /AR || CUSTOMER: <mention> Both. So even the ones that get saved but not downloaded get deleted.",
spotify-gold-candidate-106,twcs-db29c5b6afb0f2e221d4,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,<mention> Why isn’t Taylor Swift’s reputation album not in the New Releases category?,"CUSTOMER: <mention> Why isn’t Taylor Swift’s reputation album not in the New Releases category? || SPOTIFY: <mention> Hey Cyrus! Taylor Swift's 'Reputation' isn't available to stream just yet! For now, check out the singles: <url> /NS || CUSTOMER: <mention> Not potoshopped. <url> || SPOTIFY: <mention> Woohoo! This calls for a <url> Give us a shout if you need anything else 🎉 /NS",
spotify-gold-candidate-107,twcs-4a6eed39ee7e0b51d8ee,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,WHOOOOOOOO IS HANDLING AMBIENCE AFROBEATS &amp; AFROPOP ON <mention> <mention> WHY YA HAVEN’T UPDATED IT SINCE NOV 10TH?????!!!!,"CUSTOMER: WHOOOOOOOO IS HANDLING AMBIENCE AFROBEATS &amp; AFROPOP ON <mention> <mention> WHY YA HAVEN’T UPDATED IT SINCE NOV 10TH?????!!!! || SPOTIFY: <mention> Hey there! Our Curation team are independent &amp; use taste, data, research, and trends to create playlists, but we’ll pass on your comments /CE",
spotify-gold-candidate-108,twcs-7a960f767c98b4f88c26,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,Why doesn't India have spotify yet ?,"CUSTOMER: Why doesn't India have spotify yet ? || SPOTIFY: <mention> Hey there! We don't have any specific info to share at the moment, but we're launching regularly in countries around the world. Sign up here to be first to hear: <url> /NG || CUSTOMER: <mention> You guys better hurry || SPOTIFY: <mention> Don't worry. We've already let the right team know. In the meantime, let us know if you have other questions /JN",
spotify-gold-candidate-109,twcs-c1f4e320782aea766ba2,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,Hello <mention> and <mention> . Is an app being developed for #AppleWatchSeries3 ? 🙂,"SPOTIFY: <mention> Hey Shaine! We can see how that’d be useful. You can vote for the official idea here:<url> /MX || CUSTOMER: <mention> <mention> Useful? I think you mean essential? I only listen to music via Watch now, which means I can only just listen to <mention> , so why do I still need your Premium service, if I can't use it? Why you've failed to see this is a bit of an oversight. || CUSTOMER: <mention> <mention> <mention> Well said. I found it quiet amusing that I need to vote on this and get it across the line for the devs to consider porting. I’m switching over till it’s ‘fixed’ to <mention> || SPOTIFY: <mention> We're sorry you feel that way. We appreciate the feedback though. We'll be sure to pass it on to the right team /AR || CUSTOMER: <mention> <mention> How else are your premium members supposed to feel if we cannot use the service at all on our device of choice when at the gym, etc? || SPOTIFY: <mention> We understand, and we hear you. Rest assured, your feedback will be passed on to the right folks /QI",
spotify-gold-candidate-110,twcs-0026ac71e3dde2188556,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,<mention> I am trying to reconnect my spotify to hulu and I keep getting an error message on the activation screen,CUSTOMER: <mention> I am trying to reconnect my spotify to hulu and I keep getting an error message on the activation screen || SPOTIFY: <mention> Hey Anna! We've just replied to your DM. Let's carry on chatting there /KC,
spotify-gold-candidate-111,twcs-eb4347e6e590b297a39d,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,<mention> I'm in a problem with my account again. Please help ASAP,CUSTOMER: <mention> I'm in a problem with my account again. Please help ASAP || SPOTIFY: <mention> Hi! We've just sent a DM back your way. Let's carry on chatting there /TR,
spotify-gold-candidate-112,twcs-5da04f19748590d8a89e,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,Whoever is using my Spotify premium on their Xbox seriously fuck off just wanna listen to some Christmas tunes 😭,CUSTOMER: Whoever is using my Spotify premium on their Xbox seriously fuck off just wanna listen to some Christmas tunes 😭 || SPOTIFY: <mention> We’re sorry to hear you're still having issues with this. Check out <url> for what to do next 🙂 /TB,
spotify-gold-candidate-113,twcs-1e5712c368a099c4e0c9,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,"<mention> hello, just paid for premium and it's not working. Payment has been taken, and I've logged out and back in again. Can you pls help? Thanks","CUSTOMER: <mention> hello, just paid for premium and it's not working. Payment has been taken, and I've logged out and back in again. Can you pls help? Thanks || SPOTIFY: <mention> Hi Vanessa, we've come to the rescue! Could you DM us your account's username or email address? We'll check backstage /RE <url> || CUSTOMER: <mention> Logged out and back in again and I think we have lift off-thank you! || SPOTIFY: <mention> Glad everything's sorted out! If you need help with anything else, just... <url> 🙂 /NJ",
spotify-gold-candidate-114,twcs-e6b659f176f27b0bd32e,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,<mention> Can you explain me why you delete the whole downloaded playlist with just one swipe? <url>,"CUSTOMER: <mention> Can you explain me why you delete the whole downloaded playlist with just one swipe? <url> || SPOTIFY: <mention> Hey Paul, sorry to hear about this. We don't have any specific info to share about this, but you can vote for the idea here: <url> /PL",
spotify-gold-candidate-115,twcs-490ecc23c4f5c54fa402,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,Ummmmmm <mention> where is <mention>’s album?! 😩,CUSTOMER: Ummmmmm <mention> where is <mention>’s album?! 😩 || SPOTIFY: <mention> Hey Sam! You can find this here: <url> Enjoy the music 🎧 /CE,
spotify-gold-candidate-116,twcs-f178cc303d6156325c2c,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,feature request for <mention>: block christmas music. call me a scrooge all you want but this noise is trash and it’s not even december.,"CUSTOMER: feature request for <mention>: block christmas music. call me a scrooge all you want but this noise is trash and it’s not even december. || SPOTIFY: <mention> Hey, we hear you. Your feedback has been noted and passed onto the team 👊🏼 /RB",
spotify-gold-candidate-117,twcs-c95823b62ffce6d3d685,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,<mention> I sent you a DM. It's incredibly urgent. Is there a phone number I can call? Thanks.,"CUSTOMER: <mention> I sent you a DM. It's incredibly urgent. Is there a phone number I can call? Thanks. || SPOTIFY: <mention> Hi there! We're afraid we currently don't have phone support. Although, we've just sent you a bit more info over DM. We'll carry on helping out there /JS",
spotify-gold-candidate-118,twcs-9e8273446a16278d1f90,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,Seriously <mention> !? Been waiting months for you to fix the <mention> playlist. What am I paying for!?,CUSTOMER: Seriously <mention> !? Been waiting months for you to fix the <mention> playlist. What am I paying for!? || SPOTIFY: <mention> Hey there! Our Curation team are independent so there's no formal submission process. You can also check out <url> to help you gain visibility. Let us know if you have more questions /MS,
spotify-gold-candidate-119,twcs-3ec240d762435876dd78,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,<mention> hey there i cant use search it does not work can you help? Im on ios 11.1.2 iphone 7plus and latest spotify,"CUSTOMER: <mention> hey there i cant use search it does not work can you help? Im on ios 11.1.2 iphone 7plus and latest spotify || SPOTIFY: <mention> Hey Umut! We had a little hiccup backstage, but it should be working now. We're here if you need us 🙂 /GN",
spotify-gold-candidate-120,twcs-ac70f8e77caf91a95ad1,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,<mention> Hello - I recently deleted my personal Facebook page (which is how I used to log in). How do I update my new password?,"CUSTOMER: <mention> Hello - I recently deleted my personal Facebook page (which is how I used to log in). How do I update my new password? || SPOTIFY: <mention> Hey Kevin! For this issue, you'll need to reach the team directly here: <url> /I",
spotify-gold-candidate-121,twcs-228dea920d4d8b0bd297,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,I got charged for student premium check my account and subscription is still free <mention> <mention>,"CUSTOMER: I got charged for student premium check my account and subscription is still free <mention> <mention> || SPOTIFY: <mention> Hey, help's here. Can you send us a DM with your account's email address or username? We'll take a look behind the scenes /AY <url>",
spotify-gold-candidate-122,twcs-b53962b85dd9b392e883,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,<mention> Listen yall hoes keep send me these ads and I be like ¨all right let me sign¨ but every time I try to sign it wont let me. Do yall not want my money????,"CUSTOMER: <mention> Listen yall hoes keep send me these ads and I be like ¨all right let me sign¨ but every time I try to sign it wont let me. Do yall not want my money???? || SPOTIFY: <mention> Hey there, help's here! Could you DM us exactly what's happening when you try to sign up? We'll see what we can suggest /CG <url>",
spotify-gold-candidate-123,twcs-3498c006b0947878f2a9,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,REPRESENTATIVE,<mention> thanks for saying your gunna give me a month free and than take it away a week later. #notcool#likedtheservicetillthan,CUSTOMER: <mention> thanks for saying your gunna give me a month free and than take it away a week later. #notcool#likedtheservicetillthan || SPOTIFY: <mention> Hey Jake! Can you DM us your account's email address or username? We'll take a look backstage /KM <url> || CUSTOMER: <mention> Of cpurse thank you || SPOTIFY: <mention> Great! We'll keep an eye out for your DM /AN <url>,
