case_id,thread_id,customer_message,conversation_context,candidate_type,timestamp,taxonomy_version,split_version,sampling_version
spotify-gold-candidate-147,twcs-528935aebeab8814533b,"<mention> I need help with an account I don't know the email address for,","CUSTOMER: <mention> I need help with an account I don't know the email address for, || SPOTIFY: <mention> Hey Jim! Can you DM us your account's username? If you've created it via Facebook, can you send us your profile link and email address? We'll take a look backstage /SJ <url>",REPRESENTATIVE,2017-11-27T16:45:17+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-075,twcs-503d6ba16809fe3ce442,<mention> hey when are you guys coming to Sri Lanka?,"CUSTOMER: <mention> hey when are you guys coming to Sri Lanka? || SPOTIFY: <mention> Hey! We're afraid we have no info to share about this at the moment. But, we're launching regularly in countries around the world. Sign up here to be first to hear: <url> /RC || CUSTOMER: <mention> Aw. Sri Lanka is a good choice. Please get here fast. I miss my premium account :(",REPRESENTATIVE,2017-12-03T13:49:31+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-093,twcs-4f80246ab2f8413fc08b,<mention> I can’t access my Spotify account and all my information is correct yet it still says it’s not and I’ve reset my Facebook password too.,CUSTOMER: <mention> I can’t access my Spotify account and all my information is correct yet it still says it’s not and I’ve reset my Facebook password too. || SPOTIFY: <mention> Hey Evan! The cavalry's here. Can you DM us your account's email address? We'll take a look under the hood /KB <url>,REPRESENTATIVE,2017-11-30T01:35:21+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-129,twcs-a7a39396ade64655aa14,"<mention> Hi, I recently purchased a new Samsung gear S3 frontier and the Spotify app doesn't let me log in. It says log in failed but I use the same login on my PC and it works. Help!!","CUSTOMER: <mention> Hi, I recently purchased a new Samsung gear S3 frontier and the Spotify app doesn't let me log in. It says log in failed but I use the same login on my PC and it works. Help!! || SPOTIFY: <mention> Hey George, help's here! Can you DM us your account's username and email address? We'll do some digging /JK <url>",REPRESENTATIVE,2017-11-27T06:33:26+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-102,twcs-28601f77eece30527021,"Dear <mention>, my family member got kicked out from my family account. Can I look for my address on my account? is there any history to look what I write on my form? Thank you.","CUSTOMER: Dear <mention>, my family member got kicked out from my family account. Can I look for my address on my account? is there any history to look what I write on my form? Thank you. || SPOTIFY: <mention> Hi! Can you send us a DM with your family member's username or email address? We'll check things out /HR <url> || CUSTOMER: <mention> DMed. help me please 🙏🙏🙏🙏",REPRESENTATIVE,2017-11-30T15:09:21+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-030,twcs-52e02e3eb4aad3350055,<mention> do you guys have a email address? Having issue with student discount,"CUSTOMER: <mention> do you guys have a email address? Having issue with student discount || SPOTIFY: <mention> Hey there! You can get in touch with our Email or Chat team at <url> but we can also help you our here on Twitter. If you'd like to continue here, just DM us your account's email address, along with a little more info about your issue /LM <url>",REPRESENTATIVE,2017-12-02T18:07:13+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-210,twcs-b40d4c33ba864c5d617b,<mention> Hi there. I just registered my premium a/c with Facebook but would like a login &amp; password. How can I do this?,"CUSTOMER: <mention> Hi there. I just registered my premium a/c with Facebook but would like a login &amp; password. How can I do this? || SPOTIFY: <mention> Hey Geoff, help's here! Can you DM us your account's username or email address? We'll take a look /PL <url>",REPRESENTATIVE,2017-11-29T12:53:46+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-219,twcs-8d42a5ce51ae8d17cd59,"Tried to contact Spotify multiple times about the issue I'm having, to no avail. I keep getting ""Error Code: 3"" when I try to log in with my Facebook account, and it is saying it doesn't recognize my account when I have definitely signed up before. <mention> Can you help?","CUSTOMER: Tried to contact Spotify multiple times about the issue I'm having, to no avail. I keep getting ""Error Code: 3"" when I try to log in with my Facebook account, and it is saying it doesn't recognize my account when I have definitely signed up before. <mention> Can you help? || SPOTIFY: <mention> Hey Kelsey, sorry to keep your waiting! We've just replied to your DM. Let's continue chatting there /GT",REPRESENTATIVE,2017-11-26T21:08:21+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-111,twcs-eb4347e6e590b297a39d,<mention> I'm in a problem with my account again. Please help ASAP,CUSTOMER: <mention> I'm in a problem with my account again. Please help ASAP || SPOTIFY: <mention> Hi! We've just sent a DM back your way. Let's carry on chatting there /TR,REPRESENTATIVE,2017-12-01T20:40:36+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-084,twcs-c62140cddcc8a65d4d57,<mention> I’m trying to update my account to student as I have NUS extra card but every time I click on it I’m taken to unidays page which I don’t have. Can you help please…,"CUSTOMER: <mention> I’m trying to update my account to student as I have NUS extra card but every time I click on it I’m taken to unidays page which I don’t have. Can you help please… || SPOTIFY: <mention> Hey Scott! We're afraid NUS is currently unavailable as a discount option. We’d recommend using UNiDAYS at <url> Any questions, just give us a shout /AN",REPRESENTATIVE,2017-11-28T22:38:36+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-201,twcs-ff34384397a6418ef58d,"Hello .<mention>! I noticed that every time I try to log in, it accepts my username and password but would be logged out again :(","CUSTOMER: Hello .<mention>! I noticed that every time I try to log in, it accepts my username and password but would be logged out again :( || SPOTIFY: <mention> Hey there! Can you let us know your account's username or email address? We'll take a look backstage /AP <url>",REPRESENTATIVE,2017-11-27T00:04:48+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-003,twcs-80599a8895e776c2c1a6,"Ah, wonderful. A random person is listening to my <mention> Premium account in France. No idea how I've been hacked, but suppose it can happen on any service.","CUSTOMER: Ah, wonderful. A random person is listening to my <mention> Premium account in France. No idea how I've been hacked, but suppose it can happen on any service. || SPOTIFY: <mention> Hey Paul! We’re sorry to hear that. Check out <url> for what to do next. Feel free to send a tweet our way if you need us again /YM",REPRESENTATIVE,2017-11-25T23:35:34+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-148,twcs-b691f38306ef72bcedc4,Pota ubos na load ko di pa rin ako nakakapag premium nakakagigil <mention>,CUSTOMER: Pota ubos na load ko di pa rin ako nakakapag premium nakakagigil <mention> || SPOTIFY: <mention> Hey there! We don't have Filipino support right now. Hope you don't mind we reply in English. Are you getting any specific error messages? Can you DM us your account's username or email address? We'll take a look backstage /AP,REPRESENTATIVE,2017-12-03T05:10:15+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-193,twcs-c82053b6fc4291da4097,When <mention> keeps charging you after you've cancelled but there's no help or contact online... <mention> not!,"CUSTOMER: When <mention> keeps charging you after you've cancelled but there's no help or contact online... <mention> not! || SPOTIFY: <mention> Hey Kat, help's here! Could you DM us your account's username and email address? We'll take a look backstage /JX <url>",REPRESENTATIVE,2017-11-29T18:06:19+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-022,twcs-acaeff6320021eb8be7a,"<mention> Your maximum download count for Spotify premium customers is WAY too small, please work on fixing this!","CUSTOMER: <mention> Your maximum download count for Spotify premium customers is WAY too small, please work on fixing this! || SPOTIFY: <mention> Hey Kipp! We can see how that’d be useful. You can vote for the official idea here: <url> If you need anything else, just shout and we'll come running 🏃 /PK",REPRESENTATIVE,2017-12-01T06:52:14+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-103,twcs-c25fe960707eff167290,<mention> trying 2 accept family invite and it keeps saying undefined whoops something went wrong try again. Need assistance. Almost legally blind n it keeps asking on robot to see signs on roads in pictures which I can’t.,"CUSTOMER: <mention> trying 2 accept family invite and it keeps saying undefined whoops something went wrong try again. Need assistance. Almost legally blind n it keeps asking on robot to see signs on roads in pictures which I can’t. || SPOTIFY: <mention> Hi there, we're here to lend a hand! Can you DM us the email addresses linked to the accounts? We'll take a look backstage /AK <url> || CUSTOMER: <mention> Sent over 8 hrs ago? || SPOTIFY: <mention> Sorry for the wait. We've just replied to your DM. Let's carry on there /JE",REPRESENTATIVE,2017-11-27T04:31:46+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-112,twcs-5da04f19748590d8a89e,Whoever is using my Spotify premium on their Xbox seriously fuck off just wanna listen to some Christmas tunes 😭,CUSTOMER: Whoever is using my Spotify premium on their Xbox seriously fuck off just wanna listen to some Christmas tunes 😭 || SPOTIFY: <mention> We’re sorry to hear you're still having issues with this. Check out <url> for what to do next 🙂 /TB,REPRESENTATIVE,2017-12-02T08:08:51+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-076,twcs-7862dac3ec298d696cc5,<mention> Still not receiving code for premium. Anuna?,CUSTOMER: <mention> Still not receiving code for premium. Anuna? || SPOTIFY: <mention> Hi Louise! We've just sent a DM your way. Let's carry on chatting there /AU,REPRESENTATIVE,2017-11-29T17:25:14+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-130,twcs-9b7ecbcbd7e8e91ebd5c,"<mention> if I am trying the 3 month trial, if I cancel will I still be able to use the 3 months? I’ll probably subscribe but I often forget to unsubscribe and it comes back at the worst of times.","CUSTOMER: <mention> if I am trying the 3 month trial, if I cancel will I still be able to use the 3 months? I’ll probably subscribe but I often forget to unsubscribe and it comes back at the worst of times. || SPOTIFY: <mention> Hey there, yup! Canceling only stops your subscription from renewing, so you can still use your Premium features until the end of the period you paid for. Hope this helps. If you have any other questions, just give us a shout 🙂 /KC",REPRESENTATIVE,2017-11-28T23:02:08+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-229,twcs-95b2712f3caca99a5612,"<mention> If Spotify really cares, SheerID should be useable for Turkish students. I can not verify my student status via SheerID because they just accept american schools. What is this?","CUSTOMER: <mention> If Spotify really cares, SheerID should be useable for Turkish students. I can not verify my student status via SheerID because they just accept american schools. What is this? || SPOTIFY: <mention> Hey there! You can try to verify your student credentials manually at <url> If you need more help, just get back to us via DM with your account's username or email address. Hope this works /MS <url>",REPRESENTATIVE,2017-12-01T10:10:22+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-049,twcs-49f54245e9902a0a434d,"<mention> Hi Spotify - if I already have Spotify Premium, does that mean I qualify to pay $99 for 2018? Or do I have to sign up all over again?","CUSTOMER: <mention> Hi Spotify - if I already have Spotify Premium, does that mean I qualify to pay $99 for 2018? Or do I have to sign up all over again? || SPOTIFY: <mention> Hey Corissa! No need to sign up all over again, just head here for the offer: <url> If you have any other questions, just let us know /CG || CUSTOMER: <mention> Ahhh, so this doesn’t apply to family accounts. Okay, thanks anyway though. Sad there’s a promotion for regular subscribers but nothing for family accounts. ☹️ || SPOTIFY: <mention> Sorry for the confusion! We hear you 🎧 Rest assured, your feedback will be passed on to the right folks /CG",REPRESENTATIVE,2017-12-01T16:05:41+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-058,twcs-af8a7b5883b2d3847f74,"When you have <mention> premium and follow <mention>, but haven’t gotten a presale code yet &amp; tickets went on sale. Help?","CUSTOMER: When you have <mention> premium and follow <mention>, but haven’t gotten a presale code yet &amp; tickets went on sale. Help? || SPOTIFY: <mention> Hi! Pre-sale codes are being sent out by email to some of Betty Who's biggest fans on Spotify. Hopefully you're one of them /HR",REPRESENTATIVE,2017-11-28T15:05:26+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-166,twcs-6733af49a45943f26380,<mention> Why does Quebec have restrictions? It is unfair that I can't access the Student Discount!,"CUSTOMER: <mention> Why does Quebec have restrictions? It is unfair that I can't access the Student Discount! || SPOTIFY: <mention> Hi Maria, help's here! Can you DM us your account's email address? We'll take a look backstage /DV <url>",REPRESENTATIVE,2017-12-03T22:07:39+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-004,twcs-3a17b8b82582e480101c,"<mention> Is your restriction about Premium for Family's members having to reside at the same address likely to change? Or should I opt for Google Play Music sub instead, where family members have to reside in the same country?","CUSTOMER: <mention> Is your restriction about Premium for Family's members having to reside at the same address likely to change? Or should I opt for Google Play Music sub instead, where family members have to reside in the same country? || SPOTIFY: <mention> We hear you loud and clear, Kevin! We can’t make any promises but we’ll pass your feedback onto the right folks /MG || CUSTOMER: <mention> Until then it'll have to be Google Play Music then",REPRESENTATIVE,2017-11-28T08:08:04+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-139,twcs-e01e4d5eeda1d58797d0,Spotify is fucking up,"CUSTOMER: Spotify is fucking up || CUSTOMER: Canceled my subscription going back to Apple Music. Fuck u <mention> || SPOTIFY: <mention> Hey there! Sorry to hear you feel that way. We had a little hiccup backstage, but it should be working now. We're here if you need us /LP",REPRESENTATIVE,2017-11-28T20:41:54+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-031,twcs-c4105469de90e9f860b6,<mention> Do you have plans to allow people to buy gift subscriptions for people in other countries? It's crazy that I live in Sweden but can't buy a gift for someone in Ireland.,"CUSTOMER: <mention> Do you have plans to allow people to buy gift subscriptions for people in other countries? It's crazy that I live in Sweden but can't buy a gift for someone in Ireland. || SPOTIFY: <mention> Hey! At this time, Spotify gift cards can only be redeemed on accounts registered in the same country where they were purchased, but we can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /NQ",REPRESENTATIVE,2017-11-26T13:14:26+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-238,twcs-cf4e809b0b15650ee72d,"<mention> I'm from Slovenia. Here is no <mention>. I'm using different metod to use Spotify. But here is no premium. You are welcome in Slovenia. Come here, please! *Website can also be in English","CUSTOMER: <mention> I'm from Slovenia. Here is no <mention>. I'm using different metod to use Spotify. But here is no premium. You are welcome in Slovenia. Come here, please! *Website can also be in English || SPOTIFY: <mention> Hey! We're launching in new countries as often as possible. Be sure to add your email at <url> /MX || CUSTOMER: <mention> I'm already on the list. Can you please tell me when is expected (year) to do Spotify in Slovenia? || SPOTIFY: <mention> We're working on this as we speak, but we don't have a release date yet. Stay awesome 😁 /MX",REPRESENTATIVE,2017-11-30T19:39:05+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-157,twcs-eda7e3286b7fe9cc0f52,<mention> you’re disgusting and cancelled,"CUSTOMER: <mention> you’re disgusting and cancelled || SPOTIFY: <mention> Hey there! We're sorry to hear you feel that way. If you ever need help with anything, just give us a shout. We'll be happy to lend a hand /MO || CUSTOMER: <mention> yeah there is something i want help with, can i dm you || SPOTIFY: <mention> Hey Georgia, we've just replied to your DM /I",REPRESENTATIVE,2017-12-02T00:11:42+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-013,twcs-9d59e58d848307f3177e,<mention> pls help my paymnt just cleared premium srvc not wrking,"CUSTOMER: <mention> pls help my paymnt just cleared premium srvc not wrking || SPOTIFY: <mention> Hi Ruth! What's happening exactly? Could you DM us more details, along with your account's email address? We'll see what we can suggest /NJ <url>",REPRESENTATIVE,2017-11-27T16:33:55+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-040,twcs-2639adf9a139073df6c9,<mention> Having a very hard time joining my brothers Premium Family Plan. It keeps kicking me out. Please advise how to solve this. Thanks!,"CUSTOMER: <mention> Having a very hard time joining my brothers Premium Family Plan. It keeps kicking me out. Please advise how to solve this. Thanks! || SPOTIFY: <mention> Hey Nishant, help's here! Could you send us a DM with your usernames or email addresses? We'll take a look backstage 🔍 /DB <url>",REPRESENTATIVE,2017-12-01T21:19:18+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-203,twcs-2464f9739c72c9dda29f,<mention> i recently got charged 3 times when i only agreed for 1 payment,"CUSTOMER: <mention> i recently got charged 3 times when i only agreed for 1 payment || SPOTIFY: <mention> Hey, help's here! We've just sent you a DM. Check your inbox /RH",REPRESENTATIVE,2017-11-27T22:13:32+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-149,twcs-188d2a006186ff94e1ef,<mention> give me my money back now,"CUSTOMER: <mention> give me my money back now || SPOTIFY: <mention> Hi Justin, help's here! This doesn't sound good. What issues are you having? If you can DM us your account's email address, that'd be great. We'll see what we can suggest /AD <url>",REPRESENTATIVE,2017-12-02T03:36:24+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-059,twcs-8e7e78b4d5d477e2d12b,Anybody else Spotify not loading? I ain't paying $9.99 for this shit not be working 😫😂,"CUSTOMER: Anybody else Spotify not loading? I ain't paying $9.99 for this shit not be working 😫😂 || SPOTIFY: <mention> Hey Darion. Sorry about that, we had a little hiccup but everything should be up and running again now! Let us know if you need anything - if not, let the music play! 🎶 /J",REPRESENTATIVE,2017-11-28T21:06:20+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-194,twcs-5d12ee100125b3703648,"<mention> you're taking payments from me, but i still see adverts. this is appalling. what's the point in paying?","CUSTOMER: <mention> you're taking payments from me, but i still see adverts. this is appalling. what's the point in paying? || SPOTIFY: <mention> Hi, we've just replied to your DMs. Let's carry on chatting there /SY",REPRESENTATIVE,2017-11-30T16:16:55+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-041,twcs-ca5dcae9b0c6242a6310,"hey <mention> do you accept payment via debit card? And if so, how do I go about this? I only see the credit card option. Please respond, thank you! 😉","CUSTOMER: hey <mention> do you accept payment via debit card? And if so, how do I go about this? I only see the credit card option. Please respond, thank you! 😉 || SPOTIFY: <mention> Hey Amanda! Don't worry, help's here. Can you DM us your account's email address or username? We'll take a look backstage /MT <url>",REPRESENTATIVE,2017-12-02T13:28:14+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-167,twcs-39ed7e23658145444008,"<mention> I just signed up for the $99 year subscription, but this year's December individual payment has already been deducted from my bank account. Will I get a refund for this month?","CUSTOMER: <mention> I just signed up for the $99 year subscription, but this year's December individual payment has already been deducted from my bank account. Will I get a refund for this month? || CUSTOMER: <mention> Or does the subscription not begin until January? || SPOTIFY: <mention> Hey! The cavalry's here. Can you DM us your account's email address? We'll take a look backstage /CP <url>",REPRESENTATIVE,2017-12-01T18:19:02+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-113,twcs-1e5712c368a099c4e0c9,"<mention> hello, just paid for premium and it's not working. Payment has been taken, and I've logged out and back in again. Can you pls help? Thanks","CUSTOMER: <mention> hello, just paid for premium and it's not working. Payment has been taken, and I've logged out and back in again. Can you pls help? Thanks || SPOTIFY: <mention> Hi Vanessa, we've come to the rescue! Could you DM us your account's username or email address? We'll check backstage /RE <url> || CUSTOMER: <mention> Logged out and back in again and I think we have lift off-thank you! || SPOTIFY: <mention> Glad everything's sorted out! If you need help with anything else, just... <url> 🙂 /NJ",REPRESENTATIVE,2017-11-27T06:22:57+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-032,twcs-c130e8515dcb41eb815d,"<mention> I'm being wrongly charged for marion.cub's Spotify account through my Fido number. I've never had or used Spotify,help me out","CUSTOMER: <mention> I'm being wrongly charged for marion.cub's Spotify account through my Fido number. I've never had or used Spotify,help me out || SPOTIFY: <mention> Hey Rishni, that's not cool! Since Fido are the ones who manage that subscription, you'll have to contact them. You can reach them here at <url> If you ever need anything else, just shout and we'll come running 🏃 /JK",REPRESENTATIVE,2017-11-29T19:00:19+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-077,twcs-7d14e7edc088b0157e33,<mention> you have locked my friend out of her account and she will not stop bothering me at work. please help her change her payment info. Her name is Riley Barsella and she needs some tunes!!!!!,CUSTOMER: <mention> you have locked my friend out of her account and she will not stop bothering me at work. please help her change her payment info. Her name is Riley Barsella and she needs some tunes!!!!! || SPOTIFY: <mention> Hey Hailey! We'd be glad to help out. Can you have Riley send us a tweet <mention>? We'll check it out 🔍 /JX,REPRESENTATIVE,2017-12-01T17:17:53+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-086,twcs-8bcd5c60b9dcafb15a6e,"<mention> I missed student account renewal by one day, charged $10 instead of $5 but still a student. How would I go about getting a refund for the difference?","CUSTOMER: <mention> I missed student account renewal by one day, charged $10 instead of $5 but still a student. How would I go about getting a refund for the difference? || SPOTIFY: <mention> Hey! The cavalry's here. Could you send us a DM with your account's email address? We'll take a look backstage /AU <url>",REPRESENTATIVE,2017-12-02T13:21:17+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-230,twcs-3cedaf3a25184c38388c,<mention> how long would it take for a pending charge to be cleared? Made a mistake on a subscription and my card was charged.,"CUSTOMER: <mention> how long would it take for a pending charge to be cleared? Made a mistake on a subscription and my card was charged. || SPOTIFY: <mention> Hey Joelle! Depending on your bank, it can take 3-5 business days for the pending charges to be returned to your account. Hope this helps /JX",REPRESENTATIVE,2017-11-30T17:29:50+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-095,twcs-8993b719727017542995,<mention> hi Im trying to update my payment information but it’s not letting me because it only gives me the student option,"CUSTOMER: <mention> hi Im trying to update my payment information but it’s not letting me because it only gives me the student option || SPOTIFY: <mention> Hey, help's arrived! Can you send us your account's email address or username via DM? We'll take a look /GT <url>",REPRESENTATIVE,2017-11-27T17:48:46+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-131,twcs-8265e1fb877bf3b33241,<mention> hiya Can you please message me About an unauthorised payment,CUSTOMER: <mention> hiya Can you please message me About an unauthorised payment || SPOTIFY: <mention> Hi Tracey! Could you send us a DM with a screenshot of how that Spotify payment appears on your bank statement? Make sure your full card details aren't visible. We'll take a look /NJ <url>,REPRESENTATIVE,2017-11-27T10:49:04+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-185,twcs-cff524dbe4d016a28c1c,<mention> hey guys! I have a problem with my payments. I got charged twice on my card this month. The first pic is the monthly card bill. The second pic is the receipts. The extra payment is on the 9th of November. <url>,"CUSTOMER: <mention> hey guys! I have a problem with my payments. I got charged twice on my card this month. The first pic is the monthly card bill. The second pic is the receipts. The extra payment is on the 9th of November. <url> || SPOTIFY: <mention> Hey Önder! We suggest deleting the tweet with the screenshots for security, as it contains transaction details. Can you DM them to us instead? We'll take a look backstage /SY <url>",REPRESENTATIVE,2017-11-29T19:46:26+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-221,twcs-81a61b75d3c4f291caf1,<mention> Hey is it possible for me to get premium if i don't got a credit card is there a possible way like gift cards or something like that? Live in USA,CUSTOMER: <mention> Hey is it possible for me to get premium if i don't got a credit card is there a possible way like gift cards or something like that? Live in USA || SPOTIFY: <mention> Hi there! Could you send us a DM with your account's email address and username? We'll take a look for you /NJ <url>,REPRESENTATIVE,2017-11-26T04:36:42+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-239,twcs-f67a4c37a03ab68772c6,<mention> I want to know if you guys charge for the month past or coming month ??? Please answer me!!,"CUSTOMER: <mention> I want to know if you guys charge for the month past or coming month ??? Please answer me!! || SPOTIFY: <mention> Hi! We've sent a DM your way. If you could check your inbox, that'd be great /AY",REPRESENTATIVE,2017-11-28T08:13:56+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-104,twcs-eaafd7bd7b8c67d1039b,"<mention> I'm trying to update my premium payment and I just get this loading page, what's the story? <url>","CUSTOMER: <mention> I'm trying to update my premium payment and I just get this loading page, what's the story? <url> || SPOTIFY: <mention> Hi Graham! Could you try updating your payment info at <url> on a desktop or laptop computer? Let us know how it plays out /NJ || CUSTOMER: <mention> Ah it's OK I got it sorted, thank you || SPOTIFY: <mention> That's great to hear! If we can help with anything else, we're just a tweet away. <url> 🙂 /NJ",REPRESENTATIVE,2017-11-27T16:36:15+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-023,twcs-f13e487da89195530dd3,"<mention> <mention> I'm having a weird issue with billing that I can't sort out, and can't find a contact form on your website. Could you please reach out to me so I can give you my money?","CUSTOMER: <mention> <mention> I'm having a weird issue with billing that I can't sort out, and can't find a contact form on your website. Could you please reach out to me so I can give you my money? || CUSTOMER: <mention> <mention> Now I've been charged for Student twice. I'm not a student. Please contact me. Thanks! 🌊🌊🌊 || SPOTIFY: <mention> Hey, help's here. Could you send us a DM with your account's email address and username? We'll check it out /JZ <url>",REPRESENTATIVE,2017-12-01T16:35:29+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-141,twcs-89539abe0f6adac44f69,<mention> Dumbest idea ever: Make the mobile app only able to sync local files via wireless. Looks like Spotify doesn't care that much...,"CUSTOMER: <mention> Dumbest idea ever: Make the mobile app only able to sync local files via wireless. Looks like Spotify doesn't care that much... || SPOTIFY: <mention> Hey Arex, we're sorry you feel that way. We appreciate the feedback. We’re always testing things in order to improve and we'll pass on your thoughts to the right team /JZ || CUSTOMER: <mention> This has been an issue since at least 2013. It's frustrating that I own an album (physical CD and iTunes download) but can't listen via my favorite platform. Every time Taylor Swift releases an album, I get closer to switching to another service. || CUSTOMER: <mention> It seems unlikely at this point that y'all will add wired data transfers, but it would be nice to hear some kind of solution to this problem. || SPOTIFY: <mention> Got it. Don't worry! We'll let our devs know this is something you'd like to see. Let us know if you have other questions /GK",REPRESENTATIVE,2017-11-27T07:18:16+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-150,twcs-69d2a9d3e44081dd89b1,Why do you constantly remove my downloaded albums from my phone <mention>,CUSTOMER: Why do you constantly remove my downloaded albums from my phone <mention> || SPOTIFY: <mention> Hey! We're sorry to hear that. Check out the steps under “Downloads unexpectedly removed” at <url> Let us know how it goes /SJ,REPRESENTATIVE,2017-11-30T13:31:25+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-204,twcs-7f19e6a04cde69701a65,"dear <mention>, my survival depends on access to your music library. please fix your shit ASAP. love, troll CC: <mention>","CUSTOMER: dear <mention>, my survival depends on access to your music library. please fix your shit ASAP. love, troll CC: <mention> || SPOTIFY: <mention> Hey Eric! Everything should be running smoothly now. Let us know if this is still happening /FR",REPRESENTATIVE,2017-11-28T21:15:32+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
